0.162036	0.182729	0.00862615	0.969679	-0.161687	-0.22587	-0.00630194	
0.162029	0.182745	0.00862683	0.969672	-0.161679	-0.225873	-0.00629844	
0.162019	0.182771	0.00862799	0.969659	-0.161665	-0.225879	-0.00629536	
0.162012	0.182836	0.00864732	0.969634	-0.161641	-0.225897	-0.00628473	
0.162027	0.182995	0.00872152	0.969584	-0.161599	-0.225949	-0.00624698	
0.162084	0.183293	0.00887771	0.969497	-0.161529	-0.226049	-0.00617453	
0.162204	0.183758	0.00913227	0.969364	-0.161424	-0.226207	-0.00607322	
0.162356	0.184392	0.00950218	0.969191	-0.161279	-0.226426	-0.00595589	
0.162446	0.185177	0.0100065	0.968994	-0.161094	-0.226704	-0.00584244	
0.162396	0.186084	0.0106469	0.968794	-0.160871	-0.227033	-0.00574841	
0.162146	0.187079	0.0114041	0.968607	-0.160618	-0.227398	-0.00568342	
0.161755	0.188084	0.0122	0.968439	-0.160353	-0.227766	-0.00565577	
0.161424	0.188967	0.0128856	0.968283	-0.16011	-0.228085	-0.00567355	
0.16121	0.189685	0.013413	0.96814	-0.159904	-0.228338	-0.00573692	
0.160941	0.190325	0.0138862	0.96802	-0.159711	-0.228559	-0.00583568	
0.160556	0.190912	0.0143386	0.967929	-0.159528	-0.228759	-0.00596159	
0.160227	0.191336	0.0146537	0.967863	-0.159388	-0.228899	-0.00611255	
0.159892	0.191663	0.0148981	0.967815	-0.159271	-0.229004	-0.00629085	
0.159042	0.192274	0.0154738	0.96779	-0.159064	-0.229213	-0.0065028	
0.15745	0.193346	0.0165671	0.967786	-0.158717	-0.229592	-0.00675322	
0.155547	0.194571	0.017857	0.967796	-0.158316	-0.230029	-0.00704269	
0.153876	0.195594	0.0189533	0.967808	-0.157968	-0.230395	-0.00735988	
0.152768	0.196258	0.0196514	0.967807	-0.157728	-0.230629	-0.00767597	
0.152199	0.196709	0.0200735	0.967764	-0.157554	-0.230786	-0.00799731	
0.151658	0.197492	0.0207994	0.967642	-0.157258	-0.231073	-0.00840689	
0.150519	0.198872	0.0221914	0.967475	-0.156747	-0.231595	-0.00894324	
0.148337	0.200227	0.023798	0.967468	-0.156235	-0.232117	-0.00949242	
0.145126	0.200961	0.0250962	0.967744	-0.15593	-0.232413	-0.00995119	
0.141682	0.201436	0.0262403	0.968104	-0.155703	-0.232618	-0.010394	
0.138895	0.202269	0.0275842	0.968279	-0.155341	-0.232958	-0.0109395	
0.136939	0.203505	0.029125	0.968235	-0.154827	-0.233449	-0.0115941	
0.135495	0.204914	0.0307166	0.968072	-0.154239	-0.23401	-0.0123127	
0.134025	0.206389	0.0323608	0.96789	-0.1536	-0.234631	-0.0130799	
0.131943	0.207902	0.0341443	0.967772	-0.152901	-0.235336	-0.0138971	
0.128901	0.209436	0.03614	0.967761	-0.152141	-0.236135	-0.0147629	
0.124743	0.210984	0.038404	0.967868	-0.151319	-0.237023	-0.015674	
0.119449	0.212543	0.0409664	0.968081	-0.150437	-0.237995	-0.0166273	
0.113192	0.214119	0.0438146	0.96836	-0.149492	-0.239043	-0.0176202	
0.106545	0.21574	0.0468422	0.968626	-0.148484	-0.240163	-0.0186526	
0.100262	0.217443	0.0498963	0.968785	-0.147406	-0.241358	-0.0197255	
0.0946479	0.219242	0.0529227	0.968803	-0.146258	-0.242624	-0.0208369	
0.0896698	0.221135	0.0559389	0.968694	-0.145043	-0.243959	-0.0219833	
0.0853858	0.223121	0.0589423	0.968463	-0.143761	-0.245364	-0.0231632	
0.0819028	0.225207	0.0619189	0.968108	-0.142412	-0.24684	-0.0243761	
0.0791625	0.227391	0.064886	0.967638	-0.140995	-0.248386	-0.0256175	
0.0769834	0.229675	0.067884	0.967074	-0.139509	-0.250003	-0.0268792	
0.0753603	0.232066	0.0709113	0.966416	-0.137953	-0.25169	-0.0281546	
0.0744352	0.234584	0.0739319	0.965653	-0.136326	-0.253445	-0.0294381	
0.0741646	0.237233	0.0769538	0.964788	-0.134626	-0.255266	-0.0307246	
0.0743302	0.240003	0.0800265	0.963837	-0.132852	-0.257153	-0.0320091	
0.0746968	0.242882	0.0831985	0.962816	-0.131	-0.259107	-0.0332891	
0.0750105	0.24585	0.0865177	0.961746	-0.129066	-0.261129	-0.0345644	
0.0751224	0.248888	0.0900251	0.960638	-0.12705	-0.263221	-0.0358347	
0.0749886	0.251978	0.0937553	0.959493	-0.124955	-0.265383	-0.0370999	
0.0746548	0.255118	0.0977072	0.958305	-0.122782	-0.267611	-0.0383566	
0.0742607	0.258323	0.101841	0.95706	-0.120531	-0.269901	-0.0395987	
0.0739601	0.261612	0.106116	0.955741	-0.118206	-0.272244	-0.0408192	
0.0739192	0.265004	0.110488	0.954331	-0.115809	-0.274632	-0.042011	
0.0741849	0.268504	0.114939	0.952823	-0.113343	-0.277058	-0.0431699	
0.0746641	0.272106	0.119478	0.951225	-0.110809	-0.279518	-0.0442954	
0.075248	0.275408	0.123599	0.949725	-0.108486	-0.281745	-0.0453267	
0.0758312	0.27752	0.126149	0.94874	-0.10701	-0.283146	-0.0461268	
0.0764232	0.27859	0.127307	0.94821	-0.106279	-0.283819	-0.0467255	
0.0771814	0.280217	0.129119	0.947403	-0.105159	-0.284841	-0.0473861	
0.0781409	0.283253	0.132695	0.945926	-0.10304	-0.286785	-0.0482444	
0.0791261	0.287108	0.137325	0.944041	-0.100323	-0.289259	-0.0491949	
0.0799683	0.291157	0.142241	0.942031	-0.097443	-0.291845	-0.0501281	
0.0805847	0.295244	0.147268	0.939965	-0.0944984	-0.294444	-0.0510171	
0.0809422	0.299366	0.152401	0.937846	-0.0914898	-0.29705	-0.0518604	
0.0810445	0.303524	0.157623	0.935673	-0.0884161	-0.299659	-0.0526568	
0.0809571	0.307731	0.162907	0.93344	-0.0852786	-0.302262	-0.0534037	
0.0808268	0.312013	0.168204	0.93113	-0.0820819	-0.30485	-0.0540962	
0.0807425	0.316386	0.173481	0.928735	-0.0788301	-0.307414	-0.0547304	
0.0806387	0.320841	0.178741	0.926261	-0.0755241	-0.309951	-0.0553061	
0.0803285	0.325339	0.184028	0.923726	-0.0721645	-0.312457	-0.0558242	
0.0795179	0.329819	0.189441	0.921157	-0.0687539	-0.314929	-0.0562843	
0.0779888	0.334226	0.195059	0.918573	-0.0652947	-0.317362	-0.0566863	
0.0757752	0.338561	0.200863	0.915968	-0.061787	-0.319753	-0.0570313	
0.0730566	0.34285	0.206786	0.913326	-0.0582293	-0.3221	-0.0573219	
0.0700547	0.347138	0.212742	0.910626	-0.0546198	-0.324396	-0.057561	
0.0670149	0.35148	0.218631	0.90785	-0.0509564	-0.326639	-0.0577523	
0.0641866	0.355933	0.224332	0.904986	-0.0472372	-0.328828	-0.0578994	
0.0617748	0.360815	0.229917	0.901867	-0.0432738	-0.331055	-0.0579841	
0.0598583	0.36714	0.236022	0.897897	-0.0383706	-0.333653	-0.0579308	
0.0584275	0.375761	0.24327	0.892549	-0.031915	-0.336947	-0.0576669	
0.0574443	0.385718	0.25117	0.886314	-0.0245078	-0.340783	-0.0572396	
0.0568576	0.395065	0.258675	0.880245	-0.0174014	-0.344779	-0.0567671	
0.0566401	0.402629	0.265379	0.874976	-0.011302	-0.348873	-0.0563365	
0.0567506	0.407982	0.271355	0.87075	-0.00642643	-0.353187	-0.0559939	
0.0570255	0.411496	0.276777	0.867413	-0.00257519	-0.357667	-0.05571	
0.057244	0.414007	0.281746	0.864613	0.000646492	-0.362032	-0.0554265	
0.0573547	0.415715	0.285647	0.862498	0.00306633	-0.365554	-0.0552227	
0.05741	0.41642	0.287609	0.861455	0.00424027	-0.367411	-0.0552423	
0.0572824	0.416605	0.288659	0.860945	0.00480437	-0.368415	-0.0553608	
0.0567296	0.417229	0.291162	0.85977	0.00615772	-0.370538	-0.0552594	
0.055802	0.418542	0.295444	0.857703	0.0085592	-0.374112	-0.0548599	
0.0547994	0.420171	0.300081	0.855349	0.0112841	-0.378055	-0.0542962	
0.0539254	0.421787	0.304138	0.853163	0.0137999	-0.381612	-0.0537103	
0.0532857	0.423118	0.307151	0.85144	0.0157702	-0.384358	-0.0532441	
0.0527334	0.424297	0.309481	0.85	0.0174046	-0.386562	-0.0528281	
0.0518765	0.425849	0.312288	0.848209	0.0194405	-0.389165	-0.0521882	
0.0507383	0.42774	0.315615	0.846074	0.0218706	-0.392189	-0.051348	
0.0497628	0.429371	0.318375	0.84425	0.023933	-0.394726	-0.0506329	
0.0490879	0.430575	0.320266	0.842923	0.0254145	-0.396528	-0.0501373	
0.0485332	0.431632	0.321797	0.841783	0.0266724	-0.398028	-0.0497154	
0.0480039	0.432708	0.323254	0.840656	0.0279114	-0.399478	-0.0492833	
0.0475105	0.433823	0.324645	0.839529	0.0291489	-0.400897	-0.0488338	
0.0470119	0.434962	0.32599	0.838403	0.0303867	-0.402292	-0.0483642	
0.0463972	0.436079	0.327348	0.837285	0.0316262	-0.403675	-0.0478698	
0.0455535	0.43716	0.328775	0.836167	0.0328777	-0.405049	-0.047337	
0.0443727	0.43823	0.330311	0.835025	0.034163	-0.406411	-0.0467424	
0.0428013	0.439287	0.331981	0.833854	0.0354878	-0.40776	-0.046078	
0.0408521	0.44028	0.333792	0.832671	0.0368366	-0.409102	-0.0453577	
0.0386961	0.441246	0.33566	0.831482	0.0381988	-0.410441	-0.0445895	
0.0366998	0.442343	0.33739	0.830261	0.0395765	-0.411772	-0.0437683	
0.0350598	0.443667	0.338874	0.828995	0.0409729	-0.413093	-0.0428879	
0.0336729	0.445182	0.340158	0.827687	0.0423876	-0.4144	-0.041946	
0.0323559	0.446818	0.34133	0.826349	0.0438194	-0.415691	-0.040941	
0.0309281	0.448503	0.342481	0.82499	0.0452659	-0.416962	-0.0398716	
0.0293091	0.450203	0.343648	0.823615	0.0467252	-0.418212	-0.0387366	
0.027573	0.451951	0.344793	0.822219	0.0481954	-0.419438	-0.0375351	
0.0259445	0.453621	0.345789	0.820914	0.0495544	-0.420544	-0.0363878	
0.0248115	0.454786	0.346405	0.820019	0.0504744	-0.421274	-0.0356227	
0.0242381	0.455556	0.346603	0.819489	0.050998	-0.42166	-0.0351947	
0.0235848	0.457224	0.346763	0.818474	0.0519881	-0.422372	-0.0342321	
0.0223243	0.460642	0.347194	0.816393	0.0540368	-0.423868	-0.0321372	
0.0207487	0.464779	0.347703	0.813884	0.0565073	-0.425653	-0.0295531	
0.0192977	0.4683	0.348009	0.811781	0.0585602	-0.427073	-0.0273267	
0.0178883	0.471134	0.348155	0.810107	0.0601769	-0.428114	-0.0254768	
0.0162073	0.47373	0.348331	0.808544	0.0616785	-0.429023	-0.0236788	
0.0140394	0.476204	0.34867	0.806978	0.0631799	-0.429889	-0.021816	
0.0115453	0.478434	0.349141	0.805489	0.0646007	-0.43067	-0.0200004	
0.00970938	0.480175	0.349383	0.804366	0.0656599	-0.431222	-0.0186304	
0.00940776	0.481339	0.349035	0.803802	0.0661663	-0.431451	-0.0179825	
0.00978612	0.482522	0.348327	0.803366	0.0665345	-0.431583	-0.0174894	
0.00929145	0.484502	0.347743	0.802412	0.0673827	-0.431951	-0.016295	
0.00772774	0.487234	0.347367	0.800932	0.0687212	-0.43255	-0.0143739	
0.00574445	0.490194	0.347028	0.799292	0.0701978	-0.433179	-0.0121983	
0.00366234	0.493179	0.34663	0.797645	0.0716649	-0.433756	-0.0099684	
0.00155072	0.496218	0.346135	0.795987	0.0731246	-0.43428	-0.00768512	
-0.000573036	0.499319	0.345534	0.794317	0.0745773	-0.434751	-0.00534892	
-0.00272617	0.502473	0.344835	0.792635	0.0760224	-0.435168	-0.00295979	
-0.00489669	0.505687	0.344025	0.790943	0.0774602	-0.435529	-0.000518178	
-0.00704581	0.508975	0.343077	0.78924	0.0788909	-0.435834	0.00197493	
-0.00911465	0.512359	0.341955	0.787529	0.0803133	-0.436082	0.00451731	
-0.0110253	0.515867	0.340612	0.78581	0.0817244	-0.436269	0.00710586	
-0.0126852	0.519537	0.338987	0.784085	0.0831221	-0.436395	0.00973861	
-0.0139954	0.523408	0.337008	0.782358	0.0845052	-0.436457	0.0124146	
-0.0149713	0.527469	0.334673	0.780634	0.0858775	-0.436458	0.0151311	
-0.0157372	0.531659	0.332049	0.778919	0.0872476	-0.436402	0.0178842	
-0.0164504	0.535905	0.329233	0.777214	0.0886188	-0.436292	0.0206706	
-0.0173033	0.540121	0.32636	0.775517	0.089989	-0.436125	0.0234884	
-0.0186617	0.54415	0.323689	0.773817	0.0913536	-0.435899	0.026335	
-0.0210775	0.547758	0.321618	0.772098	0.092705	-0.435608	0.0292081	
-0.0238599	0.551228	0.319668	0.770377	0.094039	-0.435249	0.032105	
-0.0249689	0.555405	0.316402	0.768708	0.095355	-0.434824	0.0350234	
-0.0242652	0.560342	0.311726	0.767093	0.0966517	-0.434332	0.0379611	
-0.0238217	0.565177	0.307107	0.765477	0.0979261	-0.43377	0.0409167	
-0.0245846	0.569514	0.303218	0.763836	0.0991746	-0.433136	0.043887	
-0.0259407	0.573599	0.299639	0.762185	0.100393	-0.432431	0.046867	
-0.0273847	0.577637	0.29602	0.760536	0.101578	-0.431654	0.0498534	
-0.0288023	0.581675	0.292276	0.758892	0.10273	-0.430804	0.0528454	
-0.0301351	0.58573	0.288363	0.757257	0.103848	-0.429881	0.0558411	
-0.0313053	0.589826	0.28422	0.755636	0.104931	-0.428887	0.0588365	
-0.0322119	0.593568	0.28027	0.754186	0.105881	-0.427928	0.061537	
-0.0327264	0.595984	0.277605	0.75327	0.106466	-0.427264	0.0632458	
-0.0329074	0.597108	0.276227	0.752863	0.106704	-0.426892	0.0639989	
-0.0330938	0.598637	0.274318	0.752313	0.107024	-0.426387	0.0650393	
-0.033477	0.601681	0.270657	0.751196	0.107699	-0.425462	0.0671741	
-0.0338969	0.605701	0.26576	0.749729	0.108586	-0.424242	0.0700023	
-0.0340968	0.609798	0.26057	0.748272	0.109457	-0.422968	0.0728451	
-0.0338547	0.613376	0.255774	0.747062	0.110182	-0.421848	0.0752326	
-0.0330926	0.616775	0.250809	0.74599	0.110814	-0.420749	0.0774015	
